0,1
指标,数值
d_全局(μm),13.598653
A,2.8
B,-6.53623081
C,32.6916563
alpha(1/um),0
RMSE_总体,0.18046467
SSE_总体,486.493274
RMSE_10度,0.172365955
RMSE_15度,0.188215228
残差均值_10度,-0.0253924735
残差标准差_10度,0.170496736
残差均值_15度,-0.0385839961
残差标准差_15度,0.184230267
d_10度_仅优化d(μm),13.5845691
d_15度_仅优化d(μm),13.6116054
两角一致性_仅优化d(%),0.198823876
